Date,Year,Month,Temp_Anomaly,5yr_moving_avg,10yr_moving_avg,Month_Num,Season_Spring,Season_Summer,Season_Winter,Data Type,Predicted_Anomaly
1948-07-01,1948.0,Jul,-0.11,-0.096,-0.0149999999999999,7.0,False,True,False,Actual,
1948-08-01,1948.0,Aug,-0.12,-0.136,-0.0119999999999999,8.0,False,True,False,Actual,
1948-09-01,1948.0,Sep,-0.14,-0.12,0.0049999999999999,9.0,False,False,False,Actual,
1948-10-01,1948.0,Oct,-0.05,-0.066,0.0429999999999999,10.0,False,False,False,Actual,
1948-11-01,1948.0,Nov,-0.13,-0.1220000000000001,-0.038,11.0,False,False,False,Actual,
1948-12-01,1948.0,Dec,-0.24,-0.216,-0.0739999999999999,12.0,False,False,True,Actual,
1949-01-01,1949.0,Jan,0.06,-0.112,0.023,1.0,False,False,True,Actual,
1949-02-01,1949.0,Feb,-0.14,-0.212,-0.0529999999999999,2.0,False,False,True,Actual,
1949-03-01,1949.0,Mar,-0.02,-0.096,-0.0119999999999999,3.0,True,False,False,Actual,
1949-04-01,1949.0,Apr,-0.11,-0.104,0.014,4.0,True,False,False,Actual,
1949-05-01,1949.0,May,-0.1,-0.05,0.001,5.0,True,False,False,Actual,
1949-06-01,1949.0,Jun,-0.27,-0.09,-0.0419999999999999,6.0,False,True,False,Actual,
1949-07-01,1949.0,Jul,-0.13,-0.074,-0.0229999999999999,7.0,False,True,False,Actual,
1949-08-01,1949.0,Aug,-0.13,-0.084,-0.0079999999999999,8.0,False,True,False,Actual,
1949-09-01,1949.0,Sep,-0.15,-0.094,0.0039999999999999,9.0,False,False,False,Actual,
1949-10-01,1949.0,Oct,-0.07,-0.034,0.0279999999999999,10.0,False,False,False,Actual,
1949-11-01,1949.0,Nov,-0.1,-0.112,-0.06,11.0,False,False,False,Actual,
1949-12-01,1949.0,Dec,-0.18,-0.122,-0.092,12.0,False,False,True,Actual,
1950-01-01,1950.0,Jan,-0.27,-0.076,-0.0369999999999999,1.0,False,False,True,Actual,
1950-02-01,1950.0,Feb,-0.27,-0.174,-0.0869999999999999,2.0,False,False,True,Actual,
1950-03-01,1950.0,Mar,-0.08,-0.124,-0.0529999999999999,3.0,True,False,False,Actual,
1950-04-01,1950.0,Apr,-0.21,-0.11,-0.0189999999999999,4.0,True,False,False,Actual,
1950-05-01,1950.0,May,-0.11,-0.052,-0.0379999999999999,5.0,True,False,False,Actual,
1950-06-01,1950.0,Jun,-0.05,-0.092,-0.0759999999999999,6.0,False,True,False,Actual,
1950-07-01,1950.0,Jul,-0.08,-0.058,-0.059,7.0,False,True,False,Actual,
1950-08-01,1950.0,Aug,-0.16,-0.06,-0.043,8.0,False,True,False,Actual,
1950-09-01,1950.0,Sep,-0.11,-0.056,-0.034,9.0,False,False,False,Actual,
1950-10-01,1950.0,Oct,-0.2,-0.048,-2.324529457808922e-17,10.0,False,False,False,Actual,
1950-11-01,1950.0,Nov,-0.34,-0.142,-0.063,11.0,False,False,False,Actual,
1950-12-01,1950.0,Dec,-0.22,-0.1,-0.1139999999999999,12.0,False,False,True,Actual,
1951-01-01,1951.0,Jan,-0.34,-0.074,-0.0339999999999999,1.0,False,False,True,Actual,
1951-02-01,1951.0,Feb,-0.42,-0.114,-0.1039999999999999,2.0,False,False,True,Actual,
1951-03-01,1951.0,Mar,-0.2,-0.054,-0.0909999999999999,3.0,True,False,False,Actual,
1951-04-01,1951.0,Apr,-0.14,-0.048,-0.0599999999999999,4.0,True,False,False,Actual,
1951-05-01,1951.0,May,-0.01,-0.028,-0.0639999999999999,5.0,True,False,False,Actual,
1951-06-01,1951.0,Jun,-0.06,-0.058,-0.089,6.0,False,True,False,Actual,
1951-07-01,1951.0,Jul,-0.01,-0.034,-0.074,7.0,False,True,False,Actual,
1951-08-01,1951.0,Aug,0.06,-0.026,-0.0669999999999999,8.0,False,True,False,Actual,
1951-09-01,1951.0,Sep,0.05,-0.02,-0.065,9.0,False,False,False,Actual,
1951-10-01,1951.0,Oct,0.08,-0.022,-0.024,10.0,False,False,False,Actual,
1951-11-01,1951.0,Nov,-0.01,-0.122,-0.095,11.0,False,False,False,Actual,
1951-12-01,1951.0,Dec,0.16,-0.042,-0.1349999999999999,12.0,False,False,True,Actual,
1952-01-01,1952.0,Jan,0.11,-0.134,-0.0619999999999999,1.0,False,False,True,Actual,
1952-02-01,1952.0,Feb,0.11,-0.106,-0.1299999999999999,2.0,False,False,True,Actual,
1952-03-01,1952.0,Mar,-0.08,-0.08,-0.1129999999999999,3.0,True,False,False,Actual,
1952-04-01,1952.0,Apr,0.03,-0.054,-0.0939999999999999,4.0,True,False,False,Actual,
1952-05-01,1952.0,May,-0.03,-0.048,-0.0859999999999999,5.0,True,False,False,Actual,
1952-06-01,1952.0,Jun,-0.03,-0.042,-0.0829999999999999,6.0,False,True,False,Actual,
1952-07-01,1952.0,Jul,0.04,-0.046,-0.071,7.0,False,True,False,Actual,
1952-08-01,1952.0,Aug,0.05,-0.034,-0.073,8.0,False,True,False,Actual,
1952-09-01,1952.0,Sep,0.07,-0.01,-0.076,9.0,False,False,False,Actual,
1952-10-01,1952.0,Oct,0.0,-0.012,-0.039,10.0,False,False,False,Actual,
1952-11-01,1952.0,Nov,-0.13,-0.0860000000000001,-0.104,11.0,False,False,False,Actual,
1952-12-01,1952.0,Dec,-0.02,-0.042,-0.11,12.0,False,False,True,Actual,
1953-01-01,1953.0,Jan,0.07,-0.054,-0.0639999999999999,1.0,False,False,True,Actual,
1953-02-01,1953.0,Feb,0.15,-0.084,-0.1249999999999999,2.0,False,False,True,Actual,
1953-03-01,1953.0,Mar,0.11,-0.128,-0.1239999999999999,3.0,True,False,False,Actual,
1953-04-01,1953.0,Apr,0.19,-0.056,-0.0999999999999999,4.0,True,False,False,Actual,
1953-05-01,1953.0,May,0.11,-0.066,-0.0749999999999999,5.0,True,False,False,Actual,
1953-06-01,1953.0,Jun,0.12,-0.058,-0.0659999999999999,6.0,False,True,False,Actual,
1953-07-01,1953.0,Jul,0.01,-0.052,-0.065,7.0,False,True,False,Actual,
1953-08-01,1953.0,Aug,0.05,0.0019999999999999,-0.0509999999999999,8.0,False,True,False,Actual,
1953-09-01,1953.0,Sep,0.04,-0.01,-0.055,9.0,False,False,False,Actual,
1953-10-01,1953.0,Oct,0.08,0.0179999999999999,-0.045,10.0,False,False,False,Actual,
1953-11-01,1953.0,Nov,-0.03,-0.068,-0.098,11.0,False,False,False,Actual,
1953-12-01,1953.0,Dec,0.05,-0.054,-0.0819999999999999,12.0,False,False,True,Actual,
1954-01-01,1954.0,Jan,-0.24,-0.012,-0.0309999999999999,1.0,False,False,True,Actual,
1954-02-01,1954.0,Feb,-0.1,-0.048,-0.0879999999999999,2.0,False,False,True,Actual,
1954-03-01,1954.0,Mar,-0.15,-0.13,-0.0919999999999999,3.0,True,False,False,Actual,
1954-04-01,1954.0,Apr,-0.14,-0.084,-0.0869999999999999,4.0,True,False,False,Actual,
1954-05-01,1954.0,May,-0.2,-0.122,-0.0679999999999999,5.0,True,False,False,Actual,
1954-06-01,1954.0,Jun,-0.19,-0.076,-0.0699999999999999,6.0,False,True,False,Actual,
1954-07-01,1954.0,Jul,-0.19,-0.068,-0.049,7.0,False,True,False,Actual,
1954-08-01,1954.0,Aug,-0.17,-0.062,-0.044,8.0,False,True,False,Actual,
1954-09-01,1954.0,Sep,-0.1,-0.058,-0.044,9.0,False,False,False,Actual,
1954-10-01,1954.0,Oct,-0.02,-0.044,-0.036,10.0,False,False,False,Actual,
1954-11-01,1954.0,Nov,0.08,-0.096,-0.083,11.0,False,False,False,Actual,
1954-12-01,1954.0,Dec,-0.18,-0.0980000000000001,-0.0569999999999999,12.0,False,False,True,Actual,
1955-01-01,1955.0,Jan,0.13,-0.052,-0.0289999999999999,1.0,False,False,True,Actual,
1955-02-01,1955.0,Feb,-0.16,-0.076,-0.0669999999999999,2.0,False,False,True,Actual,
1955-03-01,1955.0,Mar,-0.32,-0.124,-0.0719999999999999,3.0,True,False,False,Actual,
1955-04-01,1955.0,Apr,-0.22,-0.09,-0.0599999999999999,4.0,True,False,False,Actual,
1955-05-01,1955.0,May,-0.2,-0.098,-0.0539999999999999,5.0,True,False,False,Actual,
1955-06-01,1955.0,Jun,-0.13,-0.04,-0.0399999999999999,6.0,False,True,False,Actual,
1955-07-01,1955.0,Jul,-0.11,-0.072,-0.0329999999999999,7.0,False,True,False,Actual,
1955-08-01,1955.0,Aug,0.02,-0.042,-0.0319999999999999,8.0,False,True,False,Actual,
1955-09-01,1955.0,Sep,-0.11,-0.054,-0.035,9.0,False,False,False,Actual,
1955-10-01,1955.0,Oct,-0.05,-0.042,-0.036,10.0,False,False,False,Actual,
1955-11-01,1955.0,Nov,-0.25,-0.054,-0.081,11.0,False,False,False,Actual,
1955-12-01,1955.0,Dec,-0.28,-0.0640000000000001,-0.0389999999999999,12.0,False,False,True,Actual,
1956-01-01,1956.0,Jan,-0.13,0.0119999999999999,-0.0019999999999999,1.0,False,False,True,Actual,
1956-02-01,1956.0,Feb,-0.24,-0.062,-0.0269999999999999,2.0,False,False,True,Actual,
1956-03-01,1956.0,Mar,-0.21,-0.13,-0.0989999999999999,3.0,True,False,False,Actual,
1956-04-01,1956.0,Apr,-0.28,-0.126,-0.0539999999999999,4.0,True,False,False,Actual,
1956-05-01,1956.0,May,-0.29,-0.108,-0.0509999999999999,5.0,True,False,False,Actual,
1956-06-01,1956.0,Jun,-0.15,-0.082,-0.0389999999999999,6.0,False,True,False,Actual,
1956-07-01,1956.0,Jul,-0.09,-0.064,-0.0289999999999999,7.0,False,True,False,Actual,
1956-08-01,1956.0,Aug,-0.26,-0.062,-0.0139999999999999,8.0,False,True,False,Actual,
1956-09-01,1956.0,Sep,-0.19,-0.068,-0.017,9.0,False,False,False,Actual,
1956-10-01,1956.0,Oct,-0.23,-0.05,-0.01,10.0,False,False,False,Actual,
1956-11-01,1956.0,Nov,-0.15,-0.044,-0.058,11.0,False,False,False,Actual,
1956-12-01,1956.0,Dec,-0.06,-0.072,0.002,12.0,False,False,True,Actual,
1957-01-01,1957.0,Jan,-0.09,0.0759999999999999,0.039,1.0,False,False,True,Actual,
1957-02-01,1957.0,Feb,-0.03,-0.028,0.034,2.0,False,False,True,Actual,
1957-03-01,1957.0,Mar,-0.05,-0.064,-0.0699999999999999,3.0,True,False,False,Actual,
1957-04-01,1957.0,Apr,0.0,-0.0659999999999999,-0.0269999999999999,4.0,True,False,False,Actual,
1957-05-01,1957.0,May,0.09,-0.06,-0.0379999999999999,5.0,True,False,False,Actual,
1957-06-01,1957.0,Jun,0.15,-0.038,-0.0209999999999999,6.0,False,True,False,Actual,
1957-07-01,1957.0,Jul,0.02,-0.02,-0.0269999999999999,7.0,False,True,False,Actual,
1957-08-01,1957.0,Aug,0.15,-0.03,-0.0189999999999999,8.0,False,True,False,Actual,
1957-09-01,1957.0,Sep,0.09,-0.06,-0.014,9.0,False,False,False,Actual,
1957-10-01,1957.0,Oct,0.01,-0.06,-0.018,10.0,False,False,False,Actual,
1957-11-01,1957.0,Nov,0.08,-0.0760000000000001,-0.054,11.0,False,False,False,Actual,
1957-12-01,1957.0,Dec,0.15,-0.036,-0.0299999999999999,12.0,False,False,True,Actual,
1958-01-01,1958.0,Jan,0.39,0.0499999999999999,0.033,1.0,False,False,True,Actual,
1958-02-01,1958.0,Feb,0.22,0.0299999999999999,0.038,2.0,False,False,True,Actual,
1958-03-01,1958.0,Mar,0.08,-0.07,-0.0519999999999999,3.0,True,False,False,Actual,
1958-04-01,1958.0,Apr,0.01,-0.052,-0.0249999999999999,4.0,True,False,False,Actual,
1958-05-01,1958.0,May,0.06,-0.036,-0.0409999999999999,5.0,True,False,False,Actual,
1958-06-01,1958.0,Jun,-0.09,-0.02,-0.0149999999999999,6.0,False,True,False,Actual,
1958-07-01,1958.0,Jul,0.05,-0.006,-0.0289999999999999,7.0,False,True,False,Actual,
1958-08-01,1958.0,Aug,-0.05,-0.03,-0.0249999999999999,8.0,False,True,False,Actual,
1958-09-01,1958.0,Sep,-0.03,-0.024,-0.021,9.0,False,False,False,Actual,
1958-10-01,1958.0,Oct,0.04,-0.038,-0.017,10.0,False,False,False,Actual,
1958-11-01,1958.0,Nov,0.02,-0.048,-0.035,11.0,False,False,False,Actual,
1958-12-01,1958.0,Dec,0.01,0.0579999999999999,-0.0309999999999999,12.0,False,False,True,Actual,
1959-01-01,1959.0,Jan,0.08,0.0899999999999999,0.023,1.0,False,False,True,Actual,
1959-02-01,1959.0,Feb,0.07,0.1159999999999999,0.041,2.0,False,False,True,Actual,
1959-03-01,1959.0,Mar,0.18,-0.01,-0.0769999999999999,3.0,True,False,False,Actual,
1959-04-01,1959.0,Apr,0.16,0.03,-0.0509999999999999,4.0,True,False,False,Actual,
1959-05-01,1959.0,May,0.04,0.0459999999999999,-0.0579999999999999,5.0,True,False,False,Actual,
1959-06-01,1959.0,Jun,0.03,0.0339999999999999,-0.0219999999999999,6.0,False,True,False,Actual,
1959-07-01,1959.0,Jul,0.03,0.0139999999999999,-0.024,7.0,False,True,False,Actual,
1959-08-01,1959.0,Aug,-0.01,0.0239999999999999,-0.0079999999999999,8.0,False,True,False,Actual,
1959-09-01,1959.0,Sep,-0.06,0.0299999999999999,-0.008,9.0,False,False,False,Actual,
1959-10-01,1959.0,Oct,-0.07,0.0079999999999999,-0.011,10.0,False,False,False,Actual,
1959-11-01,1959.0,Nov,-0.08,-0.012,-0.017,11.0,False,False,False,Actual,
1959-12-01,1959.0,Dec,0.0,0.0379999999999999,-0.0389999999999999,12.0,False,False,True,Actual,
1960-01-01,1960.0,Jan,0.0,0.1179999999999999,0.038,1.0,False,False,True,Actual,
1960-02-01,1960.0,Feb,0.13,0.152,0.041,2.0,False,False,True,Actual,
1960-03-01,1960.0,Mar,-0.35,0.0199999999999999,-0.0829999999999999,3.0,True,False,False,Actual,
1960-04-01,1960.0,Apr,-0.15,0.04,-0.0689999999999999,4.0,True,False,False,Actual,
1960-05-01,1960.0,May,-0.08,0.0159999999999999,-0.0629999999999999,5.0,True,False,False,Actual,
1960-06-01,1960.0,Jun,-0.04,0.0099999999999999,-0.0069999999999999,6.0,False,True,False,Actual,
1960-07-01,1960.0,Jul,-0.04,0.0139999999999999,-0.0089999999999999,7.0,False,True,False,Actual,
1960-08-01,1960.0,Aug,0.02,-0.008,-0.0129999999999999,8.0,False,True,False,Actual,
1960-09-01,1960.0,Sep,0.07,0.0119999999999999,-0.027,9.0,False,False,False,Actual,
1960-10-01,1960.0,Oct,0.06,0.0079999999999999,-0.04,10.0,False,False,False,Actual,
1960-11-01,1960.0,Nov,-0.11,-0.016,-0.046,11.0,False,False,False,Actual,
1960-12-01,1960.0,Dec,0.19,0.0019999999999999,-0.0509999999999999,12.0,False,False,True,Actual,
1961-01-01,1961.0,Jan,0.07,0.0339999999999999,0.017,1.0,False,False,True,Actual,
1961-02-01,1961.0,Feb,0.19,0.144,0.04,2.0,False,False,True,Actual,
1961-03-01,1961.0,Mar,0.09,-0.024,-0.0639999999999999,3.0,True,False,False,Actual,
1961-04-01,1961.0,Apr,0.13,0.024,-0.0659999999999999,4.0,True,False,False,Actual,
1961-05-01,1961.0,May,0.12,-0.008,-0.0549999999999999,5.0,True,False,False,Actual,
1961-06-01,1961.0,Jun,0.12,0.038,-0.0019999999999999,6.0,False,True,False,Actual,
1961-07-01,1961.0,Jul,0.01,0.0159999999999999,-0.0109999999999999,7.0,False,True,False,Actual,
1961-08-01,1961.0,Aug,0.01,0.0459999999999999,-0.0189999999999999,8.0,False,True,False,Actual,
1961-09-01,1961.0,Sep,0.08,0.0519999999999999,-0.031,9.0,False,False,False,Actual,
1961-10-01,1961.0,Oct,0.0,0.0279999999999999,-0.04,10.0,False,False,False,Actual,
1961-11-01,1961.0,Nov,0.03,0.0099999999999999,-0.027,11.0,False,False,False,Actual,
1961-12-01,1961.0,Dec,-0.16,-0.006,-0.0309999999999999,12.0,False,False,True,Actual,
1962-01-01,1962.0,Jan,0.05,-1.9428902930940238e-17,0.011,1.0,False,False,True,Actual,
1962-02-01,1962.0,Feb,0.15,0.1099999999999999,0.06,2.0,False,False,True,Actual,
1962-03-01,1962.0,Mar,0.1,-0.102,-0.0389999999999999,3.0,True,False,False,Actual,
1962-04-01,1962.0,Apr,0.05,-0.072,-0.0509999999999999,4.0,True,False,False,Actual,
1962-05-01,1962.0,May,-0.06,-0.066,-0.0379999999999999,5.0,True,False,False,Actual,
1962-06-01,1962.0,Jun,0.03,0.024,0.014,6.0,False,True,False,Actual,
1962-07-01,1962.0,Jul,0.02,0.0019999999999999,0.006,7.0,False,True,False,Actual,
1962-08-01,1962.0,Aug,-0.01,0.0039999999999999,-0.0019999999999999,8.0,False,True,False,Actual,
1962-09-01,1962.0,Sep,0.0,0.0059999999999999,-0.015,9.0,False,False,False,Actual,
1962-10-01,1962.0,Oct,0.01,-0.02,-0.034,10.0,False,False,False,Actual,
1962-11-01,1962.0,Nov,0.06,-0.016,-0.013,11.0,False,False,False,Actual,
1962-12-01,1962.0,Dec,-0.03,-0.066,-0.0279999999999999,12.0,False,False,True,Actual,
1963-01-01,1963.0,Jan,-0.03,-0.016,0.013,1.0,False,False,True,Actual,
1963-02-01,1963.0,Feb,0.18,0.0499999999999999,0.042,2.0,False,False,True,Actual,
1963-03-01,1963.0,Mar,-0.14,-0.058,-0.0289999999999999,3.0,True,False,False,Actual,
1963-04-01,1963.0,Apr,-0.07,-0.08,-0.0559999999999999,4.0,True,False,False,Actual,
1963-05-01,1963.0,May,-0.06,-0.074,-0.0349999999999999,5.0,True,False,False,Actual,
1963-06-01,1963.0,Jun,0.05,0.0159999999999999,-0.0089999999999999,6.0,False,True,False,Actual,
1963-07-01,1963.0,Jul,0.06,-0.016,0.006,7.0,False,True,False,Actual,
1963-08-01,1963.0,Aug,0.22,-0.008,-0.0159999999999999,8.0,False,True,False,Actual,
1963-09-01,1963.0,Sep,0.17,-0.038,-0.03,9.0,False,False,False,Actual,
1963-10-01,1963.0,Oct,0.14,-0.042,-0.026,10.0,False,False,False,Actual,
1963-11-01,1963.0,Nov,0.15,-0.006,-0.026,11.0,False,False,False,Actual,
1963-12-01,1963.0,Dec,-0.03,-0.12,-0.048,12.0,False,False,True,Actual,
1964-01-01,1964.0,Jan,-0.09,-0.068,-0.0519999999999999,1.0,False,False,True,Actual,
1964-02-01,1964.0,Feb,-0.1,0.0039999999999999,0.006,2.0,False,False,True,Actual,
1964-03-01,1964.0,Mar,-0.21,-0.068,-0.0169999999999999,3.0,True,False,False,Actual,
1964-04-01,1964.0,Apr,-0.32,-0.132,-0.0629999999999999,4.0,True,False,False,Actual,
1964-05-01,1964.0,May,-0.25,-0.122,-0.0549999999999999,5.0,True,False,False,Actual,
1964-06-01,1964.0,Jun,-0.04,-0.006,-0.0089999999999999,6.0,False,True,False,Actual,
1964-07-01,1964.0,Jul,-0.04,-0.002,-0.0119999999999999,7.0,False,True,False,Actual,
1964-08-01,1964.0,Aug,-0.22,-0.028,-0.0189999999999999,8.0,False,True,False,Actual,
1964-09-01,1964.0,Sep,-0.29,-0.06,-0.046,9.0,False,False,False,Actual,
1964-10-01,1964.0,Oct,-0.31,-0.076,-0.021,10.0,False,False,False,Actual,
1964-11-01,1964.0,Nov,-0.21,-0.014,-0.033,11.0,False,False,False,Actual,
1964-12-01,1964.0,Dec,-0.3,-0.094,-0.0639999999999999,12.0,False,False,True,Actual,
1965-01-01,1965.0,Jan,-0.08,-0.092,-0.0709999999999999,1.0,False,False,True,Actual,
1965-02-01,1965.0,Feb,-0.17,-0.068,-0.0189999999999999,2.0,False,False,True,Actual,
1965-03-01,1965.0,Mar,-0.13,-0.078,-0.0339999999999999,3.0,True,False,False,Actual,
1965-04-01,1965.0,Apr,-0.19,-0.152,-0.0619999999999999,4.0,True,False,False,Actual,
1965-05-01,1965.0,May,-0.12,-0.086,-0.0409999999999999,5.0,True,False,False,Actual,
1965-06-01,1965.0,Jun,-0.08,-0.028,-0.0089999999999999,6.0,False,True,False,Actual,
1965-07-01,1965.0,Jul,-0.13,-0.002,-0.0189999999999999,7.0,False,True,False,Actual,
1965-08-01,1965.0,Aug,-0.04,-0.024,-0.0139999999999999,8.0,False,True,False,Actual,
1965-09-01,1965.0,Sep,-0.15,-0.072,-0.032,9.0,False,False,False,Actual,
1965-10-01,1965.0,Oct,-0.05,-0.06,-0.005,10.0,False,False,False,Actual,
1965-11-01,1965.0,Nov,-0.06,-0.036,-0.013,11.0,False,False,False,Actual,
1965-12-01,1965.0,Dec,-0.08,-0.098,-0.0399999999999999,12.0,False,False,True,Actual,
1966-01-01,1966.0,Jan,-0.19,-0.138,-0.0629999999999999,1.0,False,False,True,Actual,
1966-02-01,1966.0,Feb,-0.04,-0.132,-0.0099999999999999,2.0,False,False,True,Actual,
1966-03-01,1966.0,Mar,0.04,-0.01,0.007,3.0,True,False,False,Actual,
1966-04-01,1966.0,Apr,-0.13,-0.15,-0.0419999999999999,4.0,True,False,False,Actual,
1966-05-01,1966.0,May,-0.12,-0.102,-0.0359999999999999,5.0,True,False,False,Actual,
1966-06-01,1966.0,Jun,0.01,-0.0559999999999999,-0.0069999999999999,6.0,False,True,False,Actual,
1966-07-01,1966.0,Jul,0.08,-0.04,-0.0129999999999999,7.0,False,True,False,Actual,
1966-08-01,1966.0,Aug,-0.09,-0.084,-0.0259999999999999,8.0,False,True,False,Actual,
1966-09-01,1966.0,Sep,-0.03,-0.144,-0.027,9.0,False,False,False,Actual,
1966-10-01,1966.0,Oct,-0.17,-0.07,-0.008,10.0,False,False,False,Actual,
1966-11-01,1966.0,Nov,-0.01,-0.076,-2.393918396847994e-17,11.0,False,False,False,Actual,
1966-12-01,1966.0,Dec,-0.03,-0.122,-0.071,12.0,False,False,True,Actual,
1967-01-01,1967.0,Jan,-0.07,-0.142,-0.072,1.0,False,False,True,Actual,
1967-02-01,1967.0,Feb,-0.21,-0.148,-0.0439999999999999,2.0,False,False,True,Actual,
1967-03-01,1967.0,Mar,0.05,0.0339999999999999,-0.0199999999999999,3.0,True,False,False,Actual,
1967-04-01,1967.0,Apr,-0.05,-0.0519999999999999,-0.0619999999999999,4.0,True,False,False,Actual,
1967-05-01,1967.0,May,0.12,-0.016,-0.0529999999999999,5.0,True,False,False,Actual,
1967-06-01,1967.0,Jun,-0.08,-0.042,-0.0349999999999999,6.0,False,True,False,Actual,
1967-07-01,1967.0,Jul,0.02,-0.04,-0.0209999999999999,7.0,False,True,False,Actual,
1967-08-01,1967.0,Aug,0.01,-0.032,-0.0279999999999999,8.0,False,True,False,Actual,
1967-09-01,1967.0,Sep,-0.06,-0.07,-0.04,9.0,False,False,False,Actual,
1967-10-01,1967.0,Oct,0.09,0.0099999999999999,-0.012,10.0,False,False,False,Actual,
1967-11-01,1967.0,Nov,-0.05,-0.01,-0.01,11.0,False,False,False,Actual,
1967-12-01,1967.0,Dec,-0.05,-0.014,-0.0629999999999999,12.0,False,False,True,Actual,
1968-01-01,1968.0,Jan,-0.26,-0.11,-0.099,1.0,False,False,True,Actual,
1968-02-01,1968.0,Feb,-0.14,-0.07,-0.0769999999999999,2.0,False,False,True,Actual,
1968-03-01,1968.0,Mar,0.2,0.0719999999999999,-0.0269999999999999,3.0,True,False,False,Actual,
1968-04-01,1968.0,Apr,-0.06,-0.0039999999999999,-0.0669999999999999,4.0,True,False,False,Actual,
1968-05-01,1968.0,May,-0.14,0.0019999999999999,-0.0499999999999999,5.0,True,False,False,Actual,
1968-06-01,1968.0,Jun,-0.09,-0.03,-0.0339999999999999,6.0,False,True,False,Actual,
1968-07-01,1968.0,Jul,-0.13,-0.01,-0.022,7.0,False,True,False,Actual,
1968-08-01,1968.0,Aug,-0.08,-0.044,-0.0109999999999999,8.0,False,True,False,Actual,
1968-09-01,1968.0,Sep,-0.19,-0.016,-0.038,9.0,False,False,False,Actual,
1968-10-01,1968.0,Oct,0.09,0.0259999999999999,-0.005,10.0,False,False,False,Actual,
1968-11-01,1968.0,Nov,-0.05,0.0059999999999999,-0.014,11.0,False,False,False,Actual,
1968-12-01,1968.0,Dec,-0.15,-0.022,-0.0419999999999999,12.0,False,False,True,Actual,
1969-01-01,1969.0,Jan,-0.11,-0.076,-0.0669999999999999,1.0,False,False,True,Actual,
1969-02-01,1969.0,Feb,-0.18,-0.092,-0.0629999999999999,2.0,False,False,True,Actual,
1969-03-01,1969.0,Mar,0.01,0.0279999999999999,0.016,3.0,True,False,False,Actual,
1969-04-01,1969.0,Apr,0.17,0.008,-0.0329999999999999,4.0,True,False,False,Actual,
1969-05-01,1969.0,May,0.18,0.0159999999999999,-0.0209999999999999,5.0,True,False,False,Actual,
1969-06-01,1969.0,Jun,0.03,-0.064,-0.0199999999999999,6.0,False,True,False,Actual,
1969-07-01,1969.0,Jul,-0.04,-0.04,-0.0149999999999999,7.0,False,True,False,Actual,
1969-08-01,1969.0,Aug,0.04,-0.028,-0.0279999999999999,8.0,False,True,False,Actual,
1969-09-01,1969.0,Sep,0.08,-0.02,-0.046,9.0,False,False,False,Actual,
1969-10-01,1969.0,Oct,0.09,0.0519999999999999,-0.009,10.0,False,False,False,Actual,
1969-11-01,1969.0,Nov,0.12,-0.006,-0.025,11.0,False,False,False,Actual,
1969-12-01,1969.0,Dec,0.24,-0.032,-0.046,12.0,False,False,True,Actual,
1970-01-01,1970.0,Jan,0.08,-0.106,-0.0679999999999999,1.0,False,False,True,Actual,
1970-02-01,1970.0,Feb,0.22,-0.086,-0.0799999999999999,2.0,False,False,True,Actual,
1970-03-01,1970.0,Mar,0.06,0.0239999999999999,0.032,3.0,True,False,False,Actual,
1970-04-01,1970.0,Apr,0.05,0.018,-0.0119999999999999,4.0,True,False,False,Actual,
1970-05-01,1970.0,May,-0.03,-0.014,1.457167719820518e-17,5.0,True,False,False,Actual,
1970-06-01,1970.0,Jun,-0.02,-0.0399999999999999,-0.0209999999999999,6.0,False,True,False,Actual,
1970-07-01,1970.0,Jul,0.02,-0.042,-0.0139999999999999,7.0,False,True,False,Actual,
1970-08-01,1970.0,Aug,-0.1,0.0019999999999999,0.004,8.0,False,True,False,Actual,
1970-09-01,1970.0,Sep,0.12,-0.004,-0.025,9.0,False,False,False,Actual,
1970-10-01,1970.0,Oct,0.03,0.0499999999999999,0.0159999999999999,10.0,False,False,False,Actual,
1970-11-01,1970.0,Nov,0.02,0.0079999999999999,-0.012,11.0,False,False,False,Actual,
1970-12-01,1970.0,Dec,-0.12,0.0139999999999999,-0.024,12.0,False,False,True,Actual,
1971-01-01,1971.0,Jan,-0.02,0.0039999999999999,-0.0499999999999999,1.0,False,False,True,Actual,
1971-02-01,1971.0,Feb,-0.15,0.0059999999999999,-0.0549999999999999,2.0,False,False,True,Actual,
1971-03-01,1971.0,Mar,-0.18,0.0419999999999999,0.057,3.0,True,False,False,Actual,
1971-04-01,1971.0,Apr,-0.07,0.084,0.011,4.0,True,False,False,Actual,
1971-05-01,1971.0,May,-0.05,0.0599999999999999,0.028,5.0,True,False,False,Actual,
1971-06-01,1971.0,Jun,-0.16,0.016,-0.0139999999999999,6.0,False,True,False,Actual,
1971-07-01,1971.0,Jul,-0.07,0.0099999999999999,-0.0019999999999999,7.0,False,True,False,Actual,
1971-08-01,1971.0,Aug,-0.01,0.0279999999999999,-0.0089999999999999,8.0,False,True,False,Actual,
1971-09-01,1971.0,Sep,-0.05,0.0519999999999999,-0.012,9.0,False,False,False,Actual,
1971-10-01,1971.0,Oct,-0.04,0.0519999999999999,0.0099999999999999,10.0,False,False,False,Actual,
1971-11-01,1971.0,Nov,-0.07,0.0259999999999999,-0.023,11.0,False,False,False,Actual,
